Date,series,OPEN,HIGH,LOW,PREV.CLOSE,ltp,close,vwap,52W H,52W L,VOLUME,VALUE,Nooftrades,close_infosys,values,company,close_TCS,close_wipro ,close_Mindtree 
2-Jul-20,EQ,555,572.4,552.9,551.75,570.95,569.2,564.57,"1,170.00",375.25,5243654,"2,960,414,869.10",106497,731.9,,,"2,157.15",224.2,937.4
1-Jul-20,EQ,557.95,559.6,551,556.85,551.2,551.75,553.86,"1,170.00",375.25,3004728,"1,664,205,947.75",61925,735.95,,,"2,092.05",219.05,923.7
30-Jun-20,EQ,558,560.8,553.25,553.7,557,556.85,556.7,"1,170.00",375.25,3110587,"1,731,648,263.85",110486,731.75,,,"2,082.15",219.65,925.65
29-Jun-20,EQ,562,565.9,550.3,562.4,553,553.7,557.41,"1,170.00",375.25,3857756,"2,150,361,998.85",99294,748.2,,,"2,101.65",219.7,930.7
26-Jun-20,EQ,550.05,573.9,545,550.05,562.8,562.4,562.18,"1,170.00",375.25,7034881,"3,954,869,425.85",118617,700.5,,,"2,118.85",225.45,949.1
25-Jun-20,EQ,557.6,560.7,548,559.6,548.4,550.05,552.37,"1,170.00",375.25,6353508,"3,509,501,266.95",111681,714.15,,,"2,016.10",218.2,916.7
24-Jun-20,EQ,575,579.8,554.4,580.25,561,559.6,566.23,"1,170.00",375.25,5339903,"3,023,591,331.40",111222,720.65,,,"2,042.20",218.2,924.4
23-Jun-20,EQ,569.7,583.5,563.75,569.6,579,580.25,577.22,"1,170.00",375.25,4522086,"2,610,240,459.95",106226,703.7,,,"2,035.30",220.6,928.05
22-Jun-20,EQ,575,576.65,565.4,569.6,569.95,569.6,571.13,"1,170.00",375.25,2666303,"1,522,815,747.20",65666,705.55,,,"2,027.95",218.05,909.05
19-Jun-20,EQ,574,578,567.2,578.95,572,569.6,570.92,"1,170.00",375.25,6182630,"3,529,815,538.60",76370,713.9,,,"2,044.60",222.05,915.1
18-Jun-20,EQ,571.2,583.8,570.1,575.85,577.9,578.95,576.2,"1,170.00",375.25,1918329,"1,105,349,680.50",48659,703.65,,,"2,038.10",218.15,907.4
17-Jun-20,EQ,580,581.85,573,580.9,575.6,575.85,577.87,"1,170.00",375.25,3572362,"2,064,352,471.20",93262,701.2,,,"2,047.80",217.8,906.85
16-Jun-20,EQ,585,593.5,578.4,578.95,579.2,580.9,585.75,"1,170.00",375.25,4728409,"2,769,651,588.95",92201,687.55,,,"2,045.80",212.4,912.45
15-Jun-20,EQ,574.8,581,563.7,570.75,579.25,578.95,574.52,"1,170.00",375.25,3787100,"2,175,760,975.60",81883,692.05,,,"2,029.90",213.8,923
12-Jun-20,EQ,555.2,578.7,555.2,578.05,571,570.75,568.02,"1,170.00",375.25,6624056,"3,762,582,706.00",118919,703.95,,,"2,039.50",207.9,914
11-Jun-20,EQ,580,584.9,574.1,578.7,576.25,578.05,579.16,"1,170.00",375.25,4975680,"2,881,695,648.50",72961,715.85,,,"2,067.65",212.9,918.7
10-Jun-20,EQ,575,587.5,573.6,572.85,578,578.7,580.68,"1,170.00",375.25,6491758,"3,769,645,787.40",93652,717.6,,,"2,108.75",217,909.1
9-Jun-20,EQ,574.15,583.6,570,578.25,570,572.85,576.99,"1,170.00",375.25,3812757,"2,199,937,347.40",127861,720.85,,,"2,072.05",218.35,895.95
8-Jun-20,EQ,579.15,583.5,571.05,575.95,578,578.25,578.51,"1,170.00",375.25,3772143,"2,182,208,882.35",84820,703.55,,,"2,071.75",226.45,918.6
5-Jun-20,EQ,585,587.15,572.5,578.95,575,575.95,577.45,"1,170.00",375.25,3995825,"2,307,377,577.40",90192,707.75,,,"2,048.25",218.75,919.15
4-Jun-20,EQ,565,583.7,559,562.8,580.75,578.95,570.09,"1,170.00",375.25,5315354,"3,030,245,420.00",157648,701.55,,,"2,091.55",216.25,935.35
3-Jun-20,EQ,564,568.4,557,560.2,565.3,562.8,562.01,"1,170.00",375.25,4202273,"2,361,720,133.05",82210,708.1,,,"2,046.15",211.35,908.35
2-Jun-20,EQ,559.3,567.75,550,559.75,562.95,560.2,560.98,"1,170.00",375.25,2930073,"1,643,708,343.00",72773,699.55,,,"2,047.15",215.85,920.4
1-Jun-20,EQ,557,573.4,555.5,550.25,557,559.75,565.68,"1,170.00",375.25,4503607,"2,547,616,414.45",80585,691,,,"2,045.25",215.05,892.4
29-May-20,EQ,540,555,536.7,542.65,552,550.25,548.18,"1,170.00",375.25,7853814,"4,305,327,791.80",111025,707.4,,,"1,972.35",212.8,894.6
28-May-20,EQ,531,546,523,530.95,543.9,542.65,534.35,"1,170.00",375.25,4492817,"2,400,751,811.85",97391,705.45,,,"2,004.30",199.35,896.5
27-May-20,EQ,529.7,533.9,516,524,527.2,530.95,524.45,"1,170.00",375.25,4828848,"2,532,469,094.40",85742,680.55,,,"2,005.30",201.25,891.45
26-May-20,EQ,530,536.5,520.25,530.4,527.5,524,529.01,"1,170.00",375.25,4055697,"2,145,521,329.15",80198,692.35,,,"1,943.00",188.8,881.8
22-May-20,EQ,533.65,535,523,534.85,531.45,530.4,529.42,"1,170.00",375.25,6410485,"3,393,840,793.15",88894,672.2,,,"2,020.35",189,890.7
21-May-20,EQ,529.8,537.5,523.4,526.75,534.9,534.85,531.05,"1,170.00",375.25,4523685,"2,402,305,199.60",85794,669.55,,,"1,991.20",189.1,882
20-May-20,EQ,515.05,528.65,515,518.25,526.4,526.75,524.14,"1,170.00",375.25,3138733,"1,645,122,999.50",69200,668.6,,,"1,953.60",184.95,904.4
19-May-20,EQ,512,520.5,506.2,510.75,519.2,518.25,515.32,"1,170.00",375.25,3967055,"2,044,283,724.75",66640,663.9,,,"1,948.65",184.4,918.9
18-May-20,EQ,514.7,518.65,507.5,511.25,513,510.75,512.45,"1,170.00",375.25,5159670,"2,644,092,703.00",88086,652.3,,,"1,945.60",182.2,879.55
15-May-20,EQ,517.95,517.95,505.25,517.45,512.2,511.25,510.91,"1,170.00",375.25,4895771,"2,501,283,541.55",92194,658.15,,,"1,892.90",183.8,852.15
14-May-20,EQ,519.4,527.55,514.35,528.75,515,517.45,522,"1,170.00",375.25,3741679,"1,953,170,071.80",80074,694.15,,,"1,902.35",186,835.85
13-May-20,EQ,539.85,539.85,521.55,527.4,527,528.75,530.41,"1,170.00",375.25,3503019,"1,858,036,337.95",65175,687.65,,,"1,949.65",189.7,885.65
12-May-20,EQ,525.45,540,520,527.55,527.3,527.4,531.14,"1,170.00",375.25,6440027,"3,420,566,835.55",123687,682.9,,,"1,949.50",187.05,887.4
11-May-20,EQ,526,534.9,521.2,518.4,527,527.55,530.01,"1,170.00",375.25,4425560,"2,345,605,221.85",103083,674.2,,,"1,935.30",184.7,890.6
8-May-20,EQ,520.85,522.5,502.4,511.75,519,518.4,515,"1,170.00",375.25,10120968,"5,212,261,619.15",161781,664.95,,,"1,893.40",184,891.1
7-May-20,EQ,530,541.8,507.55,519.1,510.5,511.75,523.24,"1,170.00",375.25,19998942,"10,464,165,769.05",292085,665.9,,,"1,891.65",184.1,877.7
6-May-20,EQ,512.2,526.7,506.2,520.4,521,519.1,517.81,"1,170.00",375.25,6921536,"3,584,016,691.65",144546,673.7,,,"1,903.60",187.05,907.85
5-May-20,EQ,526,529.9,515.65,514.25,521.3,520.4,522.08,"1,170.00",375.25,4592833,"2,397,806,446.80",93760,673.7,,,"1,932.75",184.2,875.3
4-May-20,EQ,527.5,527.5,508.2,543.55,514.9,514.25,513.96,"1,170.00",375.25,7032553,"3,614,482,821.40",143067,715.5,,,"1,930.45",190.05,903.4
30-Apr-20,EQ,506.5,565.5,501,491.75,545,543.55,527.51,"1,187.60",375.25,8035698,"4,238,930,037.60",142686,676.55,,,"2,014.45",190.95,915.95
29-Apr-20,EQ,474.8,501,470.2,471.1,495,491.75,481.7,"1,187.60",375.25,3849156,"1,854,120,925.20",74523,660.7,,,"1,905.65",180.65,881.6
28-Apr-20,EQ,489,489,469.45,483.1,474.25,471.1,473.89,"1,187.60",375.25,4262239,"2,019,852,356.35",58064,664.6,,,"1,859.05",179.7,867.3
27-Apr-20,EQ,473.1,485.7,467.25,468.1,484,483.1,478.49,"1,187.60",375.25,2914600,"1,394,616,385.75",66778,658,,,"1,836.60",182.05,879.65
24-Apr-20,EQ,480,496.9,465.15,477.7,468.1,468.1,479.58,"1,187.60",375.25,6738441,"3,231,611,938.70",104786,679.3,,,"1,818.55",177.75,780.35
23-Apr-20,EQ,465,480.75,462.4,462.4,480,477.7,473.72,"1,187.60",375.25,3054988,"1,447,212,593.15",61297,641.85,,,"1,878.25",180.9,765.05
22-Apr-20,EQ,453,469.45,450,455.7,463.5,462.4,461.49,"1,187.60",375.25,3768051,"1,738,902,050.00",71852,633.2,,,"1,769.50",178.55,731.5
21-Apr-20,EQ,458,464.95,447.85,470,455.05,455.7,455.24,"1,187.60",375.25,3405204,"1,550,199,472.95",60418,653.3,,,"1,737.65",178.05,736.35
20-Apr-20,EQ,458,473.6,453.5,455.25,469.9,470,467.39,"1,187.60",375.25,4801120,"2,243,978,570.55",115539,628.75,,,"1,818.65",181.1,783.05
17-Apr-20,EQ,470,475,453.65,459.75,457,455.25,460.6,"1,187.60",375.25,4706460,"2,167,802,342.15",119829,623.85,,,"1,806.20",187,752.65
16-Apr-20,EQ,473,476,456.7,478.75,459.8,459.75,464.99,"1,187.60",375.25,10484847,"4,875,303,122.95",225515,639.05,,,"1,716.05",187.85,776.85
15-Apr-20,EQ,470,482,462.7,458.25,481.2,478.75,473.04,"1,187.60",375.25,6333192,"2,995,860,466.25",124242,637.4,,,"1,735.15",186.55,771.9
13-Apr-20,EQ,470,471,454,469.05,461,458.25,458.64,"1,187.60",375.25,2236731,"1,025,850,219.30",54865,636.25,,,"1,759.25",189.2,739.65
9-Apr-20,EQ,480.7,481,462,463.1,470,469.05,469.6,"1,187.60",375.25,5069246,"2,380,516,357.20",85608,631.6,,,"1,766.15",196.7,733.75
8-Apr-20,EQ,451,476.8,449,451.15,466.25,463.1,467.34,"1,187.60",375.25,7991062,"3,734,513,998.30",111912,639,,,"1,705.45",192.9,732.1
7-Apr-20,EQ,425,457.95,425,405.8,456,451.15,443.19,"1,187.60",375.25,5972948,"2,647,166,163.20",120075,585.7,,,"1,775.20",191.9,735.75
3-Apr-20,EQ,418.9,428.6,399.3,413.55,409.85,405.8,415.48,"1,187.60",375.25,8166456,"3,393,014,502.00",157013,602.8,,,"1,654.20",180,701.1
1-Apr-20,EQ,433,433.2,408.2,436.4,414.65,413.55,421.79,"1,187.60",375.25,8136746,"3,431,993,954.75",112951,641.5,,,"1,708.75",189.5,753.5
31-Mar-20,EQ,433.2,449.4,425.3,419,433,436.4,439.08,"1,187.60",375.25,6381824,"2,802,104,922.90",118664,626.7,,,"1,826.10",196.7,828.7
30-Mar-20,EQ,410,438.65,410,430.65,424,419,426.61,"1,187.60",375.25,6325701,"2,698,581,018.65",114637,652.7,,,"1,778.50",184.15,846.4
27-Mar-20,EQ,450.25,457.45,420.5,447.7,434,430.65,431.25,"1,187.60",375.25,9151132,"3,946,409,120.55",145850,643,,,"1,824.50",183.5,825.65
26-Mar-20,EQ,461.1,466.75,441.1,457.6,445.7,447.7,451.39,"1,187.60",375.25,9504717,"4,290,299,456.10",113214,606.2,,,"1,790.95",182.6,837.65
25-Mar-20,EQ,432,468,417.75,442.05,436,457.6,445.12,"1,187.60",375.25,11976272,"5,330,864,585.65",109934,589.8,,,"1,750.30",174.65,822.2
24-Mar-20,EQ,413,458.85,411.85,417.15,449,442.05,442.27,"1,187.60",375.25,9915954,"4,385,560,836.55",142298,526.45,,,"1,703.15",176.35,792.05
23-Mar-20,EQ,415,444,400.45,444.9,425,417.15,415.77,"1,187.60",375.25,9525670,"3,960,473,954.45",111898,585.2,,,"1,669.70",170.15,733.9
20-Mar-20,EQ,413.5,461.95,411.85,413.45,444.7,444.9,441.91,"1,187.60",375.25,11916337,"5,265,991,518.60",199014,545.55,,,"1,797.45",179.2,842.45
19-Mar-20,EQ,418.9,434.6,375.25,434.25,419,413.45,413.01,"1,187.60",375.25,9270054,"3,828,624,864.05",184203,534.3,,,"1,636.35",162.35,720.5
18-Mar-20,EQ,455,464.8,429.05,450.65,437,434.25,442.39,"1,187.60",395.95,4936460,"2,183,860,725.15",123650,554.95,,,"1,654.40",169.95,804.3
17-Mar-20,EQ,450,478.6,443.35,450.7,455,450.65,459.39,"1,187.60",395.95,5148569,"2,365,223,532.45",99381,583.15,,,"1,658.00",173.1,853
16-Mar-20,EQ,469,479.8,446.85,492.9,453.25,450.7,464.14,"1,187.60",395.95,5281596,"2,451,413,146.30",126930,642.35,,,"1,696.40",179.75,831.95
13-Mar-20,EQ,460,517.25,395.95,493.35,497,492.9,479.71,"1,187.60",395.95,6859998,"3,290,807,920.40",117288,631.2,,,"1,806.30",197.4,859.55
12-Mar-20,EQ,521,527.8,486.35,536.8,494,493.35,506.11,"1,187.60",486.35,5321420,"2,693,243,988.90",161096,686,,,"1,769.85",199.1,816
11-Mar-20,EQ,526.75,542.65,514,540.45,538.05,536.8,533.8,"1,187.60",514,4850036,"2,588,947,282.40",105339,704.45,,,"1,953.70",213.1,891.1
9-Mar-20,EQ,555,558,536.45,566.2,542.55,540.45,543.06,"1,187.60",531.2,3699831,"2,009,218,670.10",82357,738.95,,,"1,972.35",214.4,905.15
6-Mar-20,EQ,570,573.95,559.55,576.4,568,566.2,564.49,"1,187.60",531.2,3288548,"1,856,339,904.15",72399,754.6,,,"2,116.45",223.55,977.6
5-Mar-20,EQ,568,581.9,563.15,563.1,576,576.4,578.35,"1,187.60",531.2,6061347,"3,505,571,601.10",89062,758.75,,,"2,125.05",229.7,961.6
4-Mar-20,EQ,569,575.4,561,565.05,562.2,563.1,566.67,"1,187.60",531.2,5175180,"2,932,609,654.30",104336,747,,,"2,083.20",228.85,990.5
3-Mar-20,EQ,556,568.75,555,549.7,568.2,565.05,561.76,"1,187.60",531.2,4682284,"2,630,302,017.20",131005,741.05,,,"2,036.20",223.7,989.05
2-Mar-20,EQ,541.05,565.85,537.85,534.35,547.6,549.7,553.95,"1,187.60",531.2,8175982,"4,529,087,569.80",166431,731.7,,,"2,001.30",220.8,998.1
28-Feb-20,EQ,560,564,531.2,573.05,539,534.35,546.95,"1,187.60",531.2,7894806,"4,318,041,180.30",161062,777.85,,,"2,000.15",221.45,944
27-Feb-20,EQ,582.1,582.4,568,583.6,571,573.05,573.13,"1,187.60",535.05,4078174,"2,337,341,544.00",97257,782.75,,,"2,105.50",231.6,985.7
26-Feb-20,EQ,576.9,589.05,575.5,582.45,583.25,583.6,582.92,"1,187.60",535.05,5460070,"3,182,772,786.15",100228,798.4,,,"2,123.60",239.9,"1,029.40"
25-Feb-20,EQ,595.5,595.7,575,595.15,583.2,582.45,582.04,"1,187.60",535.05,5525575,"3,216,091,090.50",115367,795.85,,,"2,156.15",244.1,"1,050.30"
24-Feb-20,EQ,608,609,591.5,608.05,592.15,595.15,602.49,"1,187.60",535.05,4070143,"2,452,203,952.25",105019,797,,,"2,115.35",244.2,"1,015.55"
20-Feb-20,EQ,611,612.95,605.15,605.75,610,608.05,608.47,"1,187.60",535.05,4820313,"2,932,993,838.55",115488,800.45,,,"2,156.80",245.7,"1,049.50"
19-Feb-20,EQ,614.45,618.25,604,607.05,604.45,605.75,610.1,"1,187.60",535.05,3799862,"2,318,282,583.10",73152,797.65,,,"2,196.35",247.6,"1,013.60"
18-Feb-20,EQ,613.45,615.8,605.15,613.45,609.8,607.05,608.11,"1,187.60",535.05,5237465,"3,184,953,678.30",71859,789.45,,,"2,215.75",244.05,997
17-Feb-20,EQ,623,623.5,612.35,621.65,613.45,613.45,615.53,"1,187.60",535.05,2190578,"1,348,368,545.80",73941,786.45,,,"2,203.25",243.8,981.95
14-Feb-20,EQ,612.45,623.25,612.25,612.45,622.15,621.65,619.82,"1,187.60",535.05,3650630,"2,262,731,807.85",101590,792.25,,,"2,184.20",242.9,959.9
13-Feb-20,EQ,612,613.95,604.05,614.1,612.5,612.45,608.15,"1,187.60",535.05,2090363,"1,271,260,965.45",44088,781.05,,,"2,191.95",243.75,936.55
12-Feb-20,EQ,613,620.5,610.3,610.65,612.2,614.1,614.82,"1,187.60",535.05,4873027,"2,996,058,413.80",108142,773.55,,,"2,170.75",244.45,922.85
11-Feb-20,EQ,606,613.75,605.7,604.9,610.95,610.65,610.79,"1,187.60",535.05,2458748,"1,501,768,180.25",118909,773.2,,,"2,153.40",241.25,926.95
10-Feb-20,EQ,608.9,611.55,601.65,607.7,603,604.9,605.7,"1,187.60",535.05,2286213,"1,384,767,003.45",34996,777.3,,,"2,161.95",240.9,920.3
7-Feb-20,EQ,601.65,609.2,599.15,599.7,605,607.7,605.1,"1,187.60",535.05,2865379,"1,733,839,280.50",57503,771.35,,,"2,136.55",243.95,921.8
6-Feb-20,EQ,598.95,613,598,595.6,601,599.7,603.6,"1,187.60",535.05,4704968,"2,839,896,598.15",81356,784.55,,,"2,128.35",243.65,902.35
5-Feb-20,EQ,589.4,598.5,586,586.5,595,595.6,594.34,"1,187.60",535.05,3006324,"1,786,763,873.75",109513,787.85,,,"2,146.55",242.25,909.75
4-Feb-20,EQ,583,589.25,582.5,579.1,587.8,586.5,586.68,"1,187.60",535.05,3246094,"1,904,422,834.70",70121,767.4,,,"2,107.75",240.25,907.6
3-Feb-20,EQ,591.4,593.65,577.5,590.9,579.85,579.1,583.95,"1,187.60",535.05,4024193,"2,349,921,570.35",105851,779.5,,,"2,102.50",237.4,902.75
1-Feb-20,EQ,591.4,597.7,580.75,591.4,590.8,590.9,589.72,"1,187.60",535.05,941425,"555,181,526.40",20264,,,,"2,164.85",236.8,883.15
